eib,['C0010200']
ein,['C0221232']
eine,['C0221232']
einen,['C0221232']
eisenmenger,"['C0232118', 'C0039070']"
eiu,['C0026961']
ejaculation,"['C1384606', 'C0600142']"
ejaculatory,"['C1384606', 'C0242453']"
ejcn,['C0497406']
ekg,"['C0520887', 'C0240100', 'C0232267', 'C0235710', 'C0520886']"
elastance,['C0427008']
elastic,['C0427008']
elasticity,['C0427008']
elastin,['C0241158']
elastography,['C0427008']
elated,"['C0022107', 'C0233492', 'C0424230', 'C0027769', 'C0028084']"
elbw,['C0576456']
elder,['C0871754']
elderly,"['C0871754', 'C0338656', 'C0497406']"
elders,['C0871754']
elective,['C0006157']
electively,['C0578150']
electrical,['C0231530']
electrically,['C0231530']
electroacupuncture,['C0030193']
electroanatomic,"['C0232201', 'C0520886']"
electroanatomical,['C0232201']
electrocardiogram,"['C0520887', 'C0240100', 'C0520886', 'C0232267', 'C0235710']"
electrocardiograph,['C0520887']
electrocardiographic,"['C0520887', 'C0520886', 'C0039070', 'C0232201', 'C0232267']"
electrocardiography,"['C0520887', 'C0240100', 'C0520886', 'C0235710', 'C0039070']"
electroconvulsive,['C0040264']
electrocorticogram,['C0036572']
electrocorticography,['C0036572']
electrocution,['C0312422']
electrocyte,['C0231530']
electrodermal,['C0231530']
electrodiagnosis,"['C0423571', 'C0036396']"
electrodiagnostic,"['C0231530', 'C0423571']"
electroencephalogram,"['C0041657', 'C0036572', 'C0040822', 'C0013144', 'C0234544']"
electroencephalograph,"['C0041657', 'C0036572']"
electroencephalographic,['C0041657']
electroencephalography,"['C0040822', 'C0041657', 'C0036572']"
electrogram,"['C0232201', 'C0520886']"
electrographic,['C0036572']
electrolyte,"['C0020621', 'C0020461', 'C0020639', 'C0020625', 'C0038990']"
electromechanical,['C0427008']
electromyogr,['C0024031']
electromyogram,['C0231530']
electromyographic,['C0231530']
electromyography,['C0231530']
electrophysiologic,"['C0231530', 'C0039070', 'C0232201']"
electrophysiologist,['C0039070']
electroretinogram,['C0026961']
electroretinography,['C0026961']
electrostimulation,['C0231530']
electrotherapy,"['C0030193', 'C0423571', 'C0392699', 'C0231530', 'C0024031']"
elephantiasis,['C0019214']
elevated,['C0239981']
elevation,"['C0020649', 'C0020621', 'C0205400', 'C0231187', 'C1517205']"
elgerc,['C0085606']
ellar,"['C0234133', 'C0004134']"
eltzschig,['C0020440']
elvlboj,['C0085606']
emaciated,"['C0000731', 'C0030232', 'C0023380', 'C0240962', 'C0019214']"
emaciation,"['C0023380', 'C0742985', 'C0019214', 'C0019209', 'C0576456']"
emanation,['C0038990']
embarrass,"['C0558261', 'C0847488']"
embarrassed,"['C0847488', 'C0558261', 'C0233481']"
embarrassing,"['C0847488', 'C0558261', 'C0233481']"
embarrassment,['C0233481']
embolism,"['C0019080', 'C0039070', 'C0020649', 'C0700292']"
embolus,['C0019080']
emdr,['C0040264']
emergently,['C0578150']
emesis,"['C0042963', 'C0027497', 'C0232602', 'C0013144', 'C1291077']"
emetic,"['C0232602', 'C0042963']"
emg,['C0231530']
emh,['C0038002']
emlum,"['C0677500', 'C0085624']"
emmons,['C0554980']
emmprin,['C1269955']
emollient,"['C0033774', 'C0085624']"
emoticon,['C0233647']
emotional,['C0233481']
empd,['C0741302']
emphysema,"['C0743482', 'C0264576', 'C0013404', 'C0700292', 'C0035508']"
emphysemaam,['C0743482']
emphysematous,"['C0743482', 'C1313921', 'C0264576', 'C0740844']"
emptiness,"['C0027769', 'C0917801', 'C0028084']"
emptying,"['C0009806', 'C0043094', 'C0016204', 'C1291077']"
emt,['C1269955']
enac,['C0235396']
encasement,['C0205400']
encephalitis,['C0424749']
encephalomalacium,"['C0347938', 'C0221198']"
encephalomyopathy,"['C0004134', 'C0234133', 'C0007398']"
encephalopathic,"['C0085628', 'C0007398', 'C0020639', 'C0020625']"
encrustation,['C1313921']
endmt,['C1269955']
endobronchial,['C0034079']
endocapillary,['C0741302']
endocardial,['C0232201']
endocochlear,['C0034880']
endocrinal,"['C0019572', 'C0149696', 'C0235250']"
endocrinologic,"['C0019572', 'C0020621', 'C0231187', 'C0020639']"
endocrinological,['C0019572']
endocrinopathy,"['C0019572', 'C0019214', 'C0149696']"
endolymph,['C0235396']
endometritis,"['C1384606', 'C0235250']"
endometroid,['C0741302']
endostatin,['C1269955']
endotoxaemia,['C0020440']
endotoxemic,['C0020440']
endourological,['C1313921']
endstage,['C0018991']
endurance,"['C0205254', 'C0392674', 'C0015672']"
enema,"['C0009806', 'C0018932']"
enery,['C0020175']
enfuvirtide,['C0016927']
engorge,['C0000731']
engorgement,"['C0016382', 'C0010520', 'C1384606', 'C0006318', 'C0232726']"
enhancement,['C0205400']
enjoyable,['C0234450']
enlarged,"['C0205400', 'C0038999']"
enlargement,"['C0205400', 'C0038999', 'C0221198', 'C0264576', 'C0038002']"
enophthalmo,['C0013491']
enquire,['C0233481']
enrol,['C0424092']
enroll,['C0424092']
enrollment,['C0424092']
enrolment,['C0424092']
enter,['C0424092']
enteric,['C0011991']
enteritis,['C0011991']
enterocutaneous,['C1313921']
enterolith,['C1313921']
enteropathy,"['C0011991', 'C0149696', 'C0742985', 'C0038002']"
enterotomy,['C1313921']
enthesis,['C0241158']
entonox,['C0006157']
entropion,['C0008767']
env,['C0016927']
enva,['C0016927']
envelope,['C0016927']
envenomation,"['C0559546', 'C0033774']"
envenome,['C0559546']
envenoming,['C0559546']
eod,['C0231530']
eoe,['C0149696']
eosinophilia,"['C0038002', 'C0019214']"
epap,"['C0425488', 'C0020578', 'C0020440', 'C0700292']"
epar,['C0559546']
epicardium,['C0241158']
epicondylalgium,"['C0036396', 'C0024031']"
epicondylitis,"['C0036396', 'C0024031']"
epididymitis,"['C0013428', 'C1384606', 'C0018965']"
epigastric,"['C0000737', 'C0232726', 'C0028643', 'C1291077', 'C0030252']"
epigastrium,"['C0232498', 'C0000731', 'C0232726', 'C0581912', 'C0541911']"
epiglottic,"['C0038450', 'C0019825']"
epiglottis,['C0038450']
epilation,['C0026961']
epilepsia,['C0036572']
epileptic,['C0036572']
epilepticus,['C0036572']
epileptiform,['C0036572']
epileptogenesis,['C0036572']
epileptogenic,['C0036572']
epileptogenicity,['C0036572']
epinephrine,['C0020649']
epineurial,['C0241158']
epineurium,['C0241158']
epiphenomena,"['C0240805', 'C0234544']"
epiphenomenon,"['C0240805', 'C0234544']"
epiphora,"['C0085636', 'C0026961', 'C0558361', 'C0008767', 'C0019825']"
episcleritis,['C0003862']
episiotomy,"['C0006157', 'C0156543']"
episode,"['C0018681', 'C0036572', 'C0042963', 'C0010200', 'C0011991']"
episodic,['C0240805']
episodically,"['C0022107', 'C0240805', 'C0014394']"
epistasis,['C0281825']
epistatic,['C0281825']
epistaxi,"['C0013491', 'C0019825', 'C0019079', 'C0085636', 'C0033774']"
epistaxis,"['C0019825', 'C0013491', 'C0033774', 'C0003862', 'C0004093']"
epithelialization,"['C0008767', 'C0241158']"
epithelialize,"['C0008767', 'C0241158']"
epithelialmesenchymal,['C1269955']
epithelization,"['C0008767', 'C0241158']"
epitheloid,['C0741302']
epley,"['C0042571', 'C0002416']"
epme,['C0032739']
eptb,['C0032739']
epworth,"['C0037384', 'C0234450']"
eqtl,['C0281825']
equibiaxial,['C0427008']
equina,"['C0036396', 'C0030552']"
equinus,['C0311395']
eral,['C0013362']
eraser,['C0233647']
erectile,"['C0242453', 'C0558141']"
erection,"['C1384606', 'C0600142', 'C0231230', 'C0149746']"
erector,['C0231530']
erkrankungen,['C0221232']
erosion,"['C0008767', 'C0205400', 'C1517205', 'C0221198', 'C0311395']"
erosive,['C1517205']
erotic,['C0558141']
erratic,"['C0234450', 'C0312422', 'C0013144']"
erratically,['C0234450']
eruption,"['C0041834', 'C0038999', 'C0332573', 'C0241157']"
eruptive,['C0332573']
erysipelas,"['C0013491', 'C0041834', 'C0003862']"
erythroblast,['C0085702']
erythrocyte,['C1405524']
erythrocytosis,"['C0020639', 'C0020621', 'C0239981', 'C0020625']"
erythroderma,"['C0332573', 'C0041834', 'C0241157']"
erythrodermic,"['C0332573', 'C0241157', 'C0041834']"
erythrodysesthesium,"['C0004093', 'C1096646', 'C0041834', 'C0033774', 'C0231528']"
erythromelalgium,"['C0423571', 'C0018681', 'C0040264', 'C0042571', 'C0677500']"
erythrophagocytosis,['C0085702']
erythropoiesis,['C0085702']
erythropoietic,['C0085702']
esat,['C0032739']
escalator,"['C0085639', 'C0008301']"
eschar,"['C0241157', 'C0041834', 'C0013491', 'C0332575', 'C0332573']"
esity,"['C0043094', 'C0497406']"
esld,['C0239981']
esomeprazole,['C0018834']
esophagitis,"['C0149696', 'C0018834', 'C1321756']"
esophagogastroduodenoscopy,"['C0740844', 'C0018932', 'C0000731']"
esophagogram,"['C0740844', 'C1313921']"
esophagography,['C0740844']
espghan,['C0149696']
espvr,['C0232118']
esr,"['C0003862', 'C0277797', 'C1517205']"
esrd,['C0231187']
ess,['C0037384']
esterase,['C0234238']
estradio,['C0239301']
estradiol,['C0239301']
estriol,['C0239301']
estrogen,['C0239301']
etabonate,['C0026961']
etanercept,['C1517205']
etc,"['C0008031', 'C0012833']"
ethanol,['C0085593']
ethinyl,['C0239301']
ethinylestradiol,['C0239301']
etiologically,['C0240805']
etiology,['C0240805']
etiopathogenic,['C0240805']
etiopathology,['C0240805']
etiquette,"['C0037383', 'C0010200', 'C0043144']"
etymology,['C0233647']
eugonadal,"['C0239301', 'C0558141']"
eunuch,['C0558141']
euphoria,"['C0013144', 'C0917801', 'C0027769', 'C0028084', 'C0220870']"
euphoric,"['C0917801', 'C0027769', 'C0028084', 'C0234450', 'C0030318']"
eurpsy,['C0030318']
euthanase,['C0553668']
euthanasia,['C0424092']
euthanise,['C0553668']
euthanize,['C0424092']
euthermic,"['C0041657', 'C0553668', 'C0149746']"
euvolemic,"['C0020625', 'C0020461', 'C0020621', 'C0578150']"
evacuee,['C0237154']
evd,['C0019080']
evening,['C0234450']
eveningness,"['C0234450', 'C0751229', 'C0917801', 'C0424337', 'C0541992']"
event,"['C0039070', 'C0312422', 'C0019080']"
eventration,"['C0264576', 'C0038450']"
eversion,['C0277845']
everybody,['C0558261']
evf,['C0018932']
evict,['C0424092']
evisceration,['C0008767']
evlw,"['C0232118', 'C0425488', 'C0700292']"
evlwi,"['C0020440', 'C0700292', 'C0425488']"
evlwus,"['C0425488', 'C0700292', 'C0028961', 'C0020440']"
evoke,['C0231530']
evoked,['C0231530']
evolvement,['C0236018']
ewl,['C0043094']
exacerbated,"['C0241526', 'C0743482']"
exacerbation,"['C0010200', 'C0700292', 'C1517205', 'C0013404']"
exacerbator,"['C0743482', 'C0457097']"
exaggerated,['C0241526']
exam,"['C0232257', 'C0694547', 'C0030232', 'C0006318']"
examination,"['C0030232', 'C0232257', 'C0232498', 'C0694547']"
exanthem,"['C0240805', 'C0041834']"
exceed,['C0085639']
excessive,['C0008301']
excitement,"['C0028084', 'C0233492', 'C0233481']"
exclude,['C0424092']
exclusion,['C0424092']
exclusionary,['C0007398']
excoriation,"['C0085624', 'C0033774', 'C0013491', 'C0041834', 'C0241157']"
excruciating,"['C0220870', 'C0030193', 'C0085624', 'C0917801', 'C0028643']"
excursion,['C0427008']
exemplarily,['C0740844']
exerc,['C0205254']
exercise,"['C0205254', 'C0015672', 'C0392674']"
exerciseam,['C0149746']
exerciseeur,"['C0149746', 'C0392674']"
exercisej,['C0149746']
exercisejournal,['C0392674']
exerciser,['C0205254']
exertion,"['C0392674', 'C0015672', 'C0013404', 'C0149746', 'C0231230']"
exertional,"['C0235710', 'C0013404', 'C0392680', 'C0039070', 'C0085619']"
exfoliative,['C0041834']
exhalation,['C0020578']
exhale,['C0337672']
exhausting,"['C0015672', 'C0848168', 'C0234450', 'C0392674', 'C0857256']"
exophthalmo,"['C0085636', 'C0030232', 'C0019825', 'C0013362', 'C0019572']"
expandability,['C0231230']
expectant,"['C0006157', 'C0860096']"
expectantly,"['C0020461', 'C0231187']"
expectorate,"['C0010200', 'C0037383', 'C0013132', 'C0043144', 'C0241235']"
expectoration,"['C0019079', 'C0010200', 'C0457097', 'C0034642', 'C0043144']"
expeditiously,['C0578150']
expel,['C0424092']
expend,['C0205254']
expenditure,"['C0043094', 'C0497406', 'C0205254', 'C0020175']"
experience,"['C0233481', 'C0030193']"
experimentelle,['C0221232']
expiration,"['C0020578', 'C0425488']"
expiratory,"['C0425488', 'C0013404', 'C0010200']"
expire,"['C0424092', 'C0020578', 'C0008301']"
explanted,['C0241158']
explode,"['C0008301', 'C0558261']"
explosive,"['C0008301', 'C0312422']"
exposition,['C0728899']
exposure,['C0728899']
exposurej,['C0728899']
expressivity,"['C0424230', 'C0034880']"
expulsion,"['C0232602', 'C1384606']"
expulsive,['C0042571']
exquisitely,['C0235396']
exsanguinate,['C0578150']
exsanguination,['C0424092']
exsmoker,"['C0337672', 'C0743482']"
extended,['C0231441']
extensibility,['C0427008']
extensional,['C0427008']
extention,['C0277845']
extraarticular,['C0018862']
extracardiac,['C0018800']
extracerebral,['C0347938']
extracutaneous,['C0041834']
extraluminal,"['C1313921', 'C0740844']"
extramedullary,['C0038002']
extraocular,['C0030552']
extrapontine,"['C0020625', 'C0007398', 'C0347938']"
extrapyramidal,"['C0234133', 'C0040822', 'C0233565', 'C0007398']"
extrarenal,['C1313921']
extraspinal,['C0036396']
extrasystole,"['C0039070', 'C0520887', 'C0232201', 'C0520886', 'C0428977']"
extratemporal,['C0347938']
extrathoracic,['C0034079']
extrauterine,['C0006157']
extreme,['C0085639']
extremity,"['C0030193', 'C0028643', 'C0030554', 'C0030552', 'C0015672']"
extruded,['C0231441']
extubate,"['C0578150', 'C0522224', 'C0020578', 'C0424092']"
extubation,"['C0020578', 'C0425488', 'C0700292']"
exuberant,['C0241157']
exudate,"['C0443260', 'C0241157']"
exudation,"['C0443260', 'C0241157', 'C0205400']"
exude,['C0443260']
eye,"['C0026961', 'C0085635']"
eyeball,['C0026961']
eyedrop,['C0026961']
eyelash,"['C0019572', 'C0332575', 'C0085636']"
eyesight,"['C0233844', 'C1273573', 'C0012833', 'C0013362', 'C0030232']"
ezrin,['C1269955']
faam,['C0848168']
fab,['C0746619']
fabq,['C0004604']
facial,['C0542073']
fade,['C0085639']
fahn,"['C0233565', 'C0234133']"
fahr,['C0347938']
failure,"['C0231187', 'C0020649', 'C0020461', 'C0039070', 'C0020625']"
fainting,"['C0220870', 'C0030252', 'C0012833', 'C0027769', 'C0235710']"
fair,['C0847488']
fak,['C1269955']
falsification,['C0008767']
falter,['C0576456']
famine,['C0020175']
fankhauser,['C0242429']
fantastic,['C0558261']
farrowing,['C0311395']
fasciculation,['C0242143']
fasting,"['C0497406', 'C0043094']"
fat,"['C0043094', 'C0497406']"
fatal,"['C0019080', 'C0424749', 'C0011991']"
fatally,['C0008301']
fatiguing,"['C0231530', 'C0015672']"
fatness,"['C0497406', 'C0043094', 'C0205254']"
fbf,['C0149746']
fbss,"['C0036396', 'C0024031']"
fcdt,['C0026961']
fcmrus,['C0347938']
fde,"['C0559546', 'C0041834', 'C0085624']"
fdg,['C0034079']
fdi,['C0231530']
fdopa,['C0347938']
fdus,['C0231530']
fear,"['C0233481', 'C0030318']"
fearfulness,['C0424337']
feature,['C0221198']
features,['C0233647']
febrile,"['C0424749', 'C0011991', 'C0151315', 'C0042963']"
feeble,"['C0000731', 'C0872410', 'C0541911', 'C0010520', 'C0242143']"
feedback,['C0542044']
feedforward,['C0542044']
feeding,"['C0043094', 'C0020175']"
feedlot,['C0311395']
feel,['C0233481']
feeling,"['C0233481', 'C1299586']"
fena,['C0020625']
feno,['C0337672']
ferret,['C1260880']
ferritin,['C0239981']
fertility,['C0156543']
fessler,['C0554980']
feta,"['C0860096', 'C0427629']"
fetlock,['C0311395']
feto,['C0860096']
fetomaternal,"['C0860096', 'C0006157']"
fetoplacental,['C0860096']
fev,"['C0337672', 'C0013404', 'C0425488', 'C0043144']"
fevl,"['C0425488', 'C0743482', 'C0232118', 'C0013404', 'C0700292']"
ffi,['C0234133']
ffl,['C0542044']
ffus,"['C0234133', 'C0240805']"
fgid,"['C1291077', 'C0149696', 'C0232602', 'C0009806', 'C1321756']"
fgm,['C0156543']
fgr,"['C0860096', 'C0006157', 'C0576456']"
fgt,['C0281825']
fhd,"['C0338656', 'C0234133', 'C0013362', 'C0233565']"
fhf,"['C0003962', 'C0231187']"
fhm,"['C0236018', 'C0234544']"
fhr,"['C0006157', 'C0428977', 'C0020578', 'C0520887']"
fibrillation,"['C0039070', 'C0002962']"
fibrillationn,['C0232201']
fibrin,['C0241158']
fibrinoid,['C0205400']
fibrinous,"['C0241157', 'C0241158', 'C0443260']"
fibroadenoma,['C0741302']
fibroblastic,['C0741302']
fibrocartilage,['C0241158']
fibrocartilaginous,['C0241158']
fibrocellular,['C0741302']
fibrocystic,['C0741302']
fibroelastosis,"['C0018800', 'C0232267']"
fibrofatty,['C0241158']
fibroid,['C0600142']
fibromuscular,['C0205400']
fibromyalgium,"['C0015672', 'C0030193', 'C0024031', 'C0036396']"
fibroplasium,"['C0241158', 'C0008767']"
fibrose,['C0743482']
fibrosis,"['C0743482', 'C0205400']"
fibrosus,['C0241158']
fibrotic,"['C0241158', 'C0205400']"
fibrous,['C0205400']
fibrovascular,['C0741302']
fictive,['C0231530']
fidget,"['C0233844', 'C0234450']"
figureo,['C0429562']
fim,['C0425251']
finasteride,['C0239301']
finding,['C0221198']
fingernail,"['C0332573', 'C0149758']"
fingers,"['C0233844', 'C0028643', 'C0013362']"
fiq,['C0015672']
firework,['C0312422']
firm,['C0948786']
firmness,"['C0948786', 'C0427008']"
fissured,"['C0332573', 'C0241157']"
fissuring,"['C0013491', 'C0241157', 'C0041834', 'C0038999', 'C0085624']"
fist,"['C0872410', 'C0008301']"
fistula,['C1313921']
fistulae,['C1313921']
fistulous,['C1313921']
fitting,['C0429562']
fiv,['C0016927']
flaccid,"['C0030552', 'C0009024', 'C0030554', 'C0019214', 'C0872410']"
flail,['C0038450']
flashback,"['C0028084', 'C0312422']"
flattening,['C0205400']
flatus,"['C1291077', 'C0016204', 'C0232726', 'C0009806', 'C0232602']"
flecainide,['C0232201']
fleck,"['C0332573', 'C0241157']"
fleece,['C0241158']
fleeting,['C0028084']
flegal,['C0497406']
flesh,['C0443260']
flick,['C0677500']
flickering,['C0231530']
flinch,"['C0009024', 'C0231530']"
flinching,"['C0009024', 'C0231530']"
floater,"['C0085635', 'C0085636', 'C0332575', 'C0220870', 'C0085624']"
floating,['C0231441']
flocculent,['C0443260']
florbetapir,['C0347938']
florid,['C0241157']
flot,['C0018932']
flow,['C0438716']
flowj,"['C0149746', 'C0427008']"
flu,"['C0010200', 'C0848340']"
fluctuant,"['C0232498', 'C0241157', 'C0000731', 'C0038999', 'C0013491']"
fludrocortisone,"['C0020461', 'C0020625']"
fluency,['C0233647']
fluently,['C0233647']
fluffy,"['C0443260', 'C0241157']"
fluid,['C0028961']
fluorodeoxyglucose,"['C0347938', 'C0034079']"
fluorometholone,['C0026961']
flush,['C0016382']
flute,['C0859032']
flutter,"['C0039070', 'C0232201', 'C0231530', 'C0086439', 'C0520886']"
fmaer,['C0040264']
fmd,"['C0149746', 'C0427008']"
fmu,['C0860096']
fnac,['C0034079']
fnagus,['C0338656']
foal,['C0311395']
foamy,['C0241157']
focal,"['C0221198', 'C0205400']"
focally,['C0741302']
foerster,['C0221232']
fog,"['C0233844', 'C0234450', 'C0013144', 'C0872410', 'C0312422']"
foldable,['C0857516']
folliculitis,"['C0241157', 'C0041834']"
fomite,['C0037383']
fone,['C0554980']
fontanel,"['C0010520', 'C0576456', 'C0000731', 'C0030232']"
food,['C0020175']
fool,['C0558261']
foot,['C0028643']
footpad,['C0241157']
footrot,['C0311395']
force,['C0427008']
forced,"['C0013404', 'C0020578']"
forceful,"['C0872410', 'C0008301', 'C0009024', 'C0231530', 'C0037383']"
forcefully,"['C0558261', 'C0008301']"
forehead,['C0332573']
foreign,['C0008301']
foreshortening,['C0205400']
forget,['C0233481']
forgetfulness,"['C0917801', 'C0858924', 'C0233844', 'C0012833', 'C0013144']"
forgive,"['C0847488', 'C0558261']"
formulaic,['C0233647']
fortunate,['C0558261']
fot,"['C0425488', 'C0232118', 'C0020578']"
foul,['C0008301']
fphl,['C0019572']
fpsl,['C0235396']
fpy,"['C0149696', 'C0011991', 'C0235250']"
fqr,"['C0520886', 'C0520887']"
fracturesj,['C0871754']
frankl,['C0438696']
frankly,"['C0847488', 'C0558261']"
frap,['C0231441']
fratiglioni,['C0338656']
fray,['C0277845']
fraying,['C0277845']
frc,['C0425488']
freckle,['C0332573']
freckling,"['C0332573', 'C0030232', 'C0041834', 'C0332575']"
freedson,['C0205254']
freeze,['C0085593']
freezing,"['C0085593', 'C0085631']"
frequencies,['C0281825']
frequent,"['C0027497', 'C0011991', 'C0012833']"
fresh,['C0085593']
fretheim,['C0376405']
freund,['C0016512']
friable,['C0443260']
friction,['C0427008']
frictional,['C0427008']
friedreich,['C0004134']
friend,['C0233481']
fright,"['C0028084', 'C0917801', 'C0312422']"
frighten,"['C0558261', 'C0847488', 'C0028084']"
frightened,"['C0847488', 'C0558261', 'C0028084', 'C0234450']"
frightening,"['C0028084', 'C0558261', 'C0847488']"
frontotemporal,['C0234133']
frostbite,['C0013491']
froth,"['C0443260', 'C0948786']"
frown,['C0085624']
frusemide,['C0020461']
frustrated,"['C0847488', 'C0558261', 'C0857256']"
frustrating,"['C0028084', 'C0847488']"
frustration,"['C0233481', 'C1299586']"
fss,['C0427008']
fst,['C0281825']
ftd,['C0234133']
ftm,['C0558141']
ftnd,['C0337672']
fto,"['C0497406', 'C0043094']"
ftt,['C0859032']
